0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,15,16,0,1,2,4,9,12,13,14,3,5,6,11,7,8,17,18
10,15,16,1,0,2,4,9,12,13,14,3,5,6,11,7,8,17,18
10,15,17,0,6,1,2,5,7,9,11,13,3,4,12,14,16,8,18
10,16,5,1,0,2,4,7,9,11,12,13,14,18,15,3,6,8,17
11,13,15,0,1,2,5,6,10,14,4,9,12,16,3,7,18,17,8
11,13,15,6,1,2,5,10,14,0,3,9,12,16,4,7,18,17,8
11,14,17,0,9,2,5,6,7,10,3,1,12,16,15,8,13,4,18
11,15,17,0,6,2,3,4,7,9,12,13,10,1,5,8,16,14,18
11,15,17,6,5,1,2,4,7,10,12,13,16,18,14,9,0,3,8
11,15,18,0,1,2,5,6,10,13,14,12,16,4,9,3,7,17,8
12,14,5,1,3,0,2,4,6,7,8,16,18,9,13,10,11,15,17
12,14,16,1,4,0,3,5,7,15,2,9,10,13,11,18,6,8,17
12,14,16,5,0,2,4,7,9,10,11,13,18,1,3,6,15,8,17
12,15,6,1,0,2,3,4,7,9,11,13,17,10,14,16,5,8,18
12,15,16,0,1,2,4,9,10,13,14,3,5,6,11,7,8,17,18
12,15,16,1,0,2,4,9,10,13,14,3,5,6,11,7,8,17,18
12,15,18,0,1,2,5,16,4,9,10,13,14,3,6,11,7,8,17
12,16,5,1,0,2,4,7,9,10,11,13,14,18,15,3,6,8,17
12,16,18,0,1,2,5,15,4,9,10,13,14,3,6,11,7,17,8
12,16,18,5,1,2,15,4,6,7,10,11,13,0,3,14,9,17,8
13,15,6,1,0,2,3,4,7,9,11,12,17,10,14,16,5,8,18
14,16,1,5,8,0,3,9,12,2,7,13,4,10,15,11,18,6,17
15,16,18,0,1,2,5,12,4,9,10,13,14,3,6,11,7,8,17
2,9,10,1,5,15,0,6,7,16,4,11,12,13,18,14,3,17,8
2,9,10,16,1,4,0,3,5,6,12,15,7,14,13,11,18,17,8
2,9,10,16,5,0,4,7,11,12,13,14,18,1,3,6,15,8,17
2,9,16,1,5,8,0,3,7,12,13,4,10,14,15,11,18,6,17
2,10,11,0,13,14,1,3,5,9,12,16,6,15,4,7,17,18,8
2,10,11,13,15
2,10,11,15,0,12,1,5,7,14,16,6,18,13,4,9,3,8,17
2,10,13,15,0,9,1,3,5,6,7,8,16,4,12,14,17,18,11
2,10,16,1,5,8,0,7,9,13,3,12,4,14,15,11,18,6,17
2,11,13,15,0,9,5,6,7,10,14,1,3,8,16,4,12,18,17
2,12,15,0,16,17,3,6,10,11,7,14,4,8,18,13,9,1,5
2,12,15,16,18
2,12,15,18,0,14,1,3,5,9,10,11,16,4,17,13,6,7,8
2,12,16,18,0,14,1,3,5,9,10,11,15,4,13,6,7,8,17
2,15,16,18,0,11,5,7,10,14,1,4,6,12,13,9,3,8,17
7,10,11,0,13,14,3,4,5,9,12,16,17,1,2,6,18,8,15
7,10,11,13,15
7,10,11,15,0,12,1,2,5,14,16,6,18,4,9,13,3,8,17
7,10,11,15,17
7,10,11,17,0,14,3,4,5,9,12,16,2,13,6,18,8,1,15
7,10,13,15,0,9,1,2,3,5,6,8,16,4,12,14,11,17,18
7,10,15,17,0,9,1,2,6,16,3,14,4,5,12,13,8,11,18
7,11,13,15,0,9,2,5,6,10,14,1,3,8,16,12,4,18,17
7,11,15,17,0,9,2,5,6,10,14,1,16,3,8,12,13,4,18
9,10,14,1,5,15,0,2,6,7,16,4,11,12,17,13,18,3,8
9,10,14,16,1,4,0,3,5,6,7,15,12,2,13,11,18,17,8
9,10,14,16,5,0,2,4,7,11,12,13,18,1,3,6,15,8,17
9,10,16,5,1,0,2,4,7,11,12,13,14,18,15,3,6,8,17
9,14,16,1,5,8,0,3,12,2,7,13,4,10,15,11,18,6,17
10,11,13,15,0,1,2,5,6,14,4,9,12,16,3,7,18,17,8
10,11,15,17,0,6,1,2,5,7,9,13,3,4,12,14,16,8,18
10,14,16,1,5,8,0,2,7,9,13,3,12,4,15,11,18,6,17
12,15,16,18,0,1,2,5,4,9,10,13,14,3,6,11,7,8,17
