0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
9,12,16,4,6,5,7,8,14,17,18,3,0,2,10,11,15,19,13,1
9,12,16,14,3,4,5,7,8,17,18,6,1,10,15,2,11,0,19,13
9,12,16,17,3,4,5,7,8,18,1,10,15,2,11,14,0,19,6,13
9,12,17,4,6,5,7,8,14,18,3,2,13,15,19,0,10,1,11,16
9,12,19,4,3,5,7,8,17,18,0,2,6,10,13,14,15,1,16,11
9,12,19,17,3,4,5,7,8,18,1,10,15,2,11,14,6,13,0,16
9,13,19,17,11,0,2,4,5,10,12,14,16,18,15,7,1,3,6,8
9,16,2,4,6,7,14,17,5,18,3,0,10,12,13,15,19,11,1,8
9,17,2,4,6,5,7,14,18,3,12,13,15,19,0,10,11,16,8,1
9,19,16,2,3,4,5,17,7,18,11,12,14,0,10,15,6,13,8,1
9,19,16,4,1,0,2,10,5,7,11,12,14,15,3,6,13,17,8,18
9,19,16,17,1,0,2,4,10,8,7,12,13,5,11,15,3,6,14,18
9,19,17,2,3,4,5,7,18,11,12,14,6,13,15,0,10,16,8,1
10,11,12,0,4,1,5,7,9,16,19,2,8,3,6,13,14,15,17,18
10,11,12,4,3,5,7,8,9,18,17,0,2,6,13,14,15,1,19,16
10,11,16,0,9,2,4,5,12,14,18,1,7,19,15,17,3,13,8,6
10,11,16,4,9,0,2,5,12,14,18,1,7,19,13,15,17,3,8,6
10,12,16,0,6,5,7,8,9,14,17,18,2,4,11,15,19,3,13,1
10,12,16,4,6,5,7,8,9,14,17,18,3,0,2,11,15,19,13,1
11,12,14,4,3,5,18,7,8,9,17,6,0,2,10,13,15,1,19,16
11,12,15,4,3,5,18,7,8,9,17,0,2,6,10,13,14,1,19,16
11,12,16,0,9,2,4,5,10,14,18,7,15,17,19,1,3,13,6,8
11,12,16,4,9,0,2,5,10,14,18,1,7,19,13,15,17,3,8,6
11,12,16,14,3,4,5,18,7,8,9,17,6,2,1,10,15,0,19,13
11,12,16,15,3,4,5,18,7,8,9,17,2,14,1,10,0,19,6,13
11,14,2,4,3,5,18,6,7,9,17,0,10,12,13,15,19,16,1,8
11,15,2,4,3,5,18,7,8,17,9,0,6,10,12,13,14,1,19,16
11,16,2,4,13,0,5,12,14,15,18,7,9,17,19,1,10,3,6,8
11,16,14,2,3,4,5,18,7,9,17,6,12,0,10,15,19,13,8,1
11,16,15,2,3,4,5,18,7,9,17,8,12,14,1,10,0,19,6,13
11,18,2,5,13,0,12,14,15,7,9,17,19,1,16,4,8,10,3,6
12,13,19,0,4,5,7,9,14,15,17,1,10,11,16,2,3,6,8,18
12,13,19,15,4,5,7,9,14,17,0,2,3,6,10,16,8,11,1,18
12,13,19,17,8,1,9,15,0,4,5,10,2,7,16,11,14,3,6,18
12,16,14,4,6,5,7,8,9,17,18,3,0,2,10,11,15,19,13,1
12,16,15,4,6,5,7,8,9,14,17,18,3,0,2,10,11,19,13,1
12,16,17,4,6,5,7,8,9,14,18,3,0,2,10,11,15,19,13,1
12,16,19,0,8,7,9,10,15,17,1,13,2,4,5,11,14,18,3,6
12,16,19,4,8,7,9,10,15,17,1,13,3,0,2,5,11,14,18,6
12,16,19,15,3,4,5,7,8,9,17,18,1,10,2,11,14,0,6,13
12,16,19,17,3,4,5,7,8,9,18,1,10,15,2,11,14,0,6,13
12,19,15,4,3,5,7,8,9,17,18,0,2,6,10,13,14,1,16,11
12,19,17,4,8,1,9,13,15,3,7,10,0,5,2,16,14,18,11,6
19,15,2,4,3,5,9,17,7,8,18,6,12,13,14,0,10,1,16,11
19,16,2,4,8,1,9,12,13,15,17,7,10,3,0,5,11,14,18,6
19,16,15,2,3,4,5,9,17,7,8,18,1,10,12,11,14,0,6,13
19,16,17,2,3,4,5,9,7,18,11,12,14,0,10,15,6,13,8,1
19,17,2,4,8,1,9,12,13,15,7,3,10,0,5,16,11,14,18,6
0,5,9,13,12,18,11,2,4,10,14,16,15,1,7,19,17,3,8,6
0,5,9,19,12,11,2,4,10,14,16,18,15,1,7,17,3,8,13,6
0,5,9,19,13,11,2,4,10,12,14,16,18,15,1,7,17,3,8,6
0,7,9,10,12,15,5,11,13,16,19,2,4,8,17,3,6,14,1,18
0,9,10,16,7,11,2,4,5,12,14,18,15,1,19,17,3,6,13,8
1,2,4,5,9,13,0,8,19,7,14,15,17,18,12,11,16,10,3,6
1,5,9,19,2,3,4,8,17,7,18,10,12,15,11,14,6,13,0,16
1,5,9,19,4,0,7,10,11,12,16,2,8,3,6,13,14,15,17,18
1,5,19,2,4,8,3,6,9,10,12,13,15,17,7,18,14,16,0,11
1,9,19,2,4,3,5,8,17,7,18,6,10,12,13,15,14,0,16,11
5,9,12,13,14,17,2,3,4,6,15,19,7,11,16,18,8,0,10,1
5,9,12,13,18,11,0,2,4,10,14,16,15,1,7,19,17,3,8,6
5,9,12,13,19
5,12,13,19,0,8,1,3,6,9,10,15,17,7,4,2,18,14,16,11
7,2,4,9,14,15,5,8,12,13,16,17,19,11,0,3,6,10,1,18
7,6,3,8,9,16,14,17,4,10,12,15,5,18,13,11,2,1,19,0
7,9,10,4,12,15,2,5,8,13,16,17,19,11,1,14,18,0,3,6
7,9,10,16,4,11,0,2,12,14,15,5,18,1,19,13,17,8,3,6
7,9,12,13,8,16,0,14,15,17,19,10,1,5,11,6,2,4,3,18
7,9,12,13,14,16,0,15,17,19,5,11,2,4,8,3,6,10,1,18
7,9,12,13,17,6,5,8,14,18,0,2,3,4,10,15,19,1,16,11
7,9,12,14,4,15,2,5,8,13,16,17,19,11,18,1,0,3,6,10
7,9,12,16,0,8,10,15,17,1,13,4,5,11,2,19,14,3,6,18
7,9,12,16,4,8,10,15,17,1,3,5,11,2,13,19,0,18,6,14
7,9,12,16,14,3,4,5,8,17,18,6,1,10,15,2,11,0,13,19
7,9,12,16,17,3,4,5,8,18,1,10,15,2,11,14,0,6,13,19
7,9,12,17,4,13,5,14,15,19,0,2,3,6,10,11,16,8,1,18
7,9,13,17,8,11,0,2,4,10,12,14,15,16,5,18,19,1,3,6
7,9,16,2,4,13,0,12,14,15,17,19,5,18,1,11,10,8,3,6
7,9,17,2,4,13,5,14,15,18,19,12,0,3,6,10,11,16,8,1
7,10,12,16,0,8,9,15,17,1,13,2,4,5,19,11,14,18,3,6
7,10,12,16,4,8,9,15,17,1,3,2,5,13,19,11,0,18,14,6
7,12,13,15,8,16,0,9,14,17,19,10,5,11,1,2,4,6,3,18
7,12,13,17,8,6,5,9,14,18,0,2,3,4,10,15,19,1,16,11
7,12,15,4,16,14,2,5,11,13,17,9,18,19,0,3,6,10,8,1
7,12,16,14,4,8,9,10,15,17,6,13,1,3,2,5,19,11,0,18
7,12,16,17,4,8,9,10,15,1,3,2,5,13,19,11,0,18,14,6
7,15,2,4,16,14,5,11,12,13,17,0,3,6,9,10,19,18,1,8
9,10,12,16,0,6,5,7,8,14,17,18,2,4,11,15,19,3,13,1
9,10,12,16,4,6,5,7,8,14,17,18,3,0,2,11,15,19,13,1
9,12,13,19,0,4,5,7,14,15,17,1,10,11,16,2,3,6,8,18
9,12,16,14,4,6,5,7,8,17,18,3,0,2,10,11,15,19,13,1
9,12,16,17,4,6,5,7,8,14,18,3,0,2,10,11,15,19,13,1
9,12,16,19,4,15,2,5,7,8,13,17,11,14,18,1,0,10,3,6
9,12,16,19,17,3,4,5,7,8,18,1,10,15,2,11,14,0,6,13
9,12,19,17,4,15,2,5,7,8,13,16,11,14,18,1,3,6,0,10
9,19,16,2,4,15,5,7,8,12,13,17,0,10,11,14,3,6,1,18
9,19,16,17,2,3,4,5,7,18,11,12,14,0,10,15,6,13,8,1
9,19,17,2,4,15,5,7,8,12,13,16,3,6,14,0,10,1,11,18
12,16,19,15,4,14,2,5,9,13,17,7,11,18,0,10,3,6,8,1
12,16,19,17,4,8,7,9,10,15,1,13,3,0,2,5,11,14,18,6
19,16,15,2,4,14,5,9,12,13,17,7,11,0,10,3,6,8,18,1
19,16,17,2,4,8,1,9,12,13,15,7,10,3,0,5,11,14,18,6
7,2,4,9,14,16,15,5,8,12,13,17,19,11,0,3,6,10,1,18
7,9,12,14,4,16,15,2,5,8,13,17,19,11,18,1,0,3,6,10
7,9,12,16,17,4,13,0,14,15,19,5,1,10,11,2,8,3,6,18
7,9,12,17,4,14,15,2,5,8,13,16,19,11,18,1,0,3,6,10
7,9,17,2,4,14,15,5,8,12,13,16,19,11,0,3,6,10,1,18
